,type,area,overall
45,2.3373582790608265,1.7840485927003995,4.121406871761226
64,2.2913062451165858,1.9657944299907617,4.257100675107347
99,2.3197882123456997,1.9112176697490615,4.231005882094761
142,2.2773034543125923,1.1230364839295195,3.400339938242112
150,2.2923135393588123,1.188629895677492,3.4809434350363047
193,2.2537317377967376,0.9863758336392975,3.240107571436035
203,2.2032476586091896,1.0801601942328358,3.2834078528420254
211,2.269273649127358,1.5728069016881452,3.8420805508155036
245,2.3962022538716927,2.392398786630416,4.788601040502108
269,2.392450984455851,1.578278575350591,3.9707295598064416
271,2.406006538795835,2.274986360696818,4.680992899492653
297,2.338439375147622,1.6381215293075355,3.9765609044551575
304,2.2841624629059525,1.9567624519384308,4.240924914844383
314,2.309807292690751,1.3137000225651856,3.6235073152559365
332,2.3049363117598425,2.585012016548443,4.889948328308286
340,2.3301754410875133,2.0037553075582766,4.333930748645789
342,2.2833710433910834,2.4759627676907123,4.759333811081795
343,2.260195711343761,1.5928785444825677,3.853074255826329
370,2.293780422843166,2.0472489309186823,4.341029353761849
386,2.3280058195504654,2.2404847835169894,4.568490603067454
389,2.30002414018505,2.5979677000895074,4.897991840274557
435,2.3638754058978155,5.11984170606243,7.483717111960246
436,2.327245038928236,4.677750963497714,7.00499600242595
438,2.268407680063015,2.2249709887514393,4.493378668814454
451,2.2139401800972096,4.383568366897284,6.597508546994494
454,2.383205420374297,4.626415521722049,7.009620942096346
466,2.413203018649824,1.5978492506745527,4.011052269324377
472,2.353149273363587,3.101749056785615,5.454898330149202
496,2.276562670515297,4.701147820914563,6.9777104914298596
545,2.3367365132831486,2.1927609237860213,4.529497437069169
557,2.3628795346494096,4.008757329300732,6.371636863950141
559,2.281700770210389,2.4667525940504684,4.7484533642608575
574,2.3218619280993313,3.0203083775029604,5.342170305602291
575,2.297288525999412,2.681008879123394,4.978297405122806
620,2.2921589762760926,1.946168110514865,4.2383270867909575
622,2.3028116098248095,2.5809239516416373,4.883735561466446
623,2.312359303333691,2.3879582981417653,4.700317601475456
629,2.3364307610091446,2.275508661420181,4.611939422429326
645,2.3051258501918657,1.9116959073652424,4.216821757557108
660,2.3557432619921803,1.7413079178837396,4.09705117987592
671,2.3257174563449787,2.087845835306375,4.413563291651354
679,2.2855065724674004,1.8254548905966033,4.110961463064004
692,2.2614600918343593,1.6809324443685978,3.942392536202957
698,2.294505985171098,2.0751623216763204,4.3696683068474185
700,2.407012804247173,0.9054527837014159,3.312465587948589
711,2.289116072573051,2.1361250538596273,4.425241126432678
714,2.2665193668206416,2.231138420635636,4.497657787456278
737,2.285370624830098,1.32948912778661,3.6148597526167077
740,2.2771682231346904,1.1639941311892783,3.4411623543239687
742,2.3204445777052265,1.1821437848888594,3.5025883625940857
750,2.3940444812776,1.3224970999896697,3.7165415812672697
752,2.328593493808683,1.0326629653415833,3.3612564591502663
767,2.3940453649237425,0.19896970748901366,2.593015072412756
773,2.1377516509129793,1.011015857855594,3.1487675087685734
782,2.304011173072178,1.0767468755734757,3.380758048645654
791,2.3677510187087223,2.9491028231054255,5.316853841814147
811,2.335180266554005,2.753001117436186,5.088181383990191
830,2.361039542094668,1.69820013072234,4.059239672817008
842,2.3361465036431284,1.9048960681872067,4.241042571830335
843,2.3578640963714737,2.4535253940917143,4.811389490463188
853,2.3877171654119196,1.714387257812152,4.1021044232240715
875,2.3268527980396474,1.7625874087237687,4.089440206763416
880,2.3611254113213467,1.485623444451322,3.8467488557726686
890,2.3151871163032003,1.8159382314132158,4.1311253477164165
910,2.3114412371339896,1.6526251579636269,3.9640663950976167
913,2.3298255857771646,2.0020665365352737,4.331892122312438
921,2.3151154469315554,2.6033372683424885,4.918452715274044
932,2.327356457710588,2.3731398969335125,4.7004963546441
935,2.3406191856111085,2.0035933828109234,4.344212568422032
940,2.272088631464764,1.8469019261413955,4.11899055760616
948,2.335202690632172,1.8701914780198519,4.205394168652024
954,2.3205365490990966,1.7972425643326528,4.11777911343175
963,2.367852627149393,1.7671356068642083,4.134988234013601
986,2.3592221953949273,2.224644756209388,4.583866951604316
991,2.338693460243711,2.4832109392576425,4.821904399501353
1023,2.314350817619552,2.1253807829957583,4.4397316006153105
1055,2.3345381715289983,2.230380443211945,4.564918614740943
1056,2.329384483256981,1.5245093716971494,3.853893854954131
1067,2.3025512519170506,1.6173752437644158,3.9199264956814663
1071,2.329646259921559,1.9659951808056677,4.295641440727227
1079,2.3421047555044376,2.2348760900426283,4.576980845547066
1084,2.37627767896709,0.9259746187151261,3.302252297682216
1086,2.352001981332884,1.908554993288742,4.260556974621625
1097,2.3484422101191282,2.703809712548128,5.052251922667256
1122,2.3995690229865283,1.8541771490994396,4.253746172085968
1126,2.242478177303108,1.563768520077822,3.8062466973809297
1171,2.340549472254982,2.0772813937820573,4.41783086603704
1177,2.383412797028537,1.9404006731510162,4.323813470179553
1189,2.3913807520775583,1.4064837051188126,3.797864457196371
1192,2.4049879686934,1.727757526940979,4.132745495634379
1214,2.3745556077489516,2.4235222812365547,4.798077888985507
1237,2.3338044443091364,1.4024002152882995,3.736204659597436
1243,2.340263688732313,2.6654660056234096,5.005729694355723
1250,2.354720640646765,2.480574731336798,4.8352953719835625
1256,2.390324178351136,1.6950456628707504,4.085369841221887
1268,2.3534504473010216,1.4002189423347167,3.7536693896357383
